LENGTH,PATH
8.237460317460318,"['19TCG1685' '19TCG2491' '19TCG3196' '19TCH3701' '19TCH3802' '19TCH4003'
 '19TCH4607' '19TCG3398' '19TCG3297' '19TCG2995' '19TCG2894']"
8.587341269841268,"['19TCG1685' '19TCH4307' '19TCH4004' '19TCH3903' '19TCG3197' '19TCG3096'
 '19TCG2693']"
7.534444444444444,"['19TCG1685' '19TCG2391' '19TCH3703' '19TCH3803' '19TCH4207' '19TCH4308'
 '19TCH4509' '19TCG3097' '19TCG2794' '19TCG2290']"
9.046269841269842,"['19TCG1685' '19TCH4309' '19TCH4208' '19TCH3905' '19TCH3804' '19TCH3603'
 '19TCH3502' '19TCH3401' '19TCH3300' '19TCG3299' '19TCG3198' '19TCG2593'
 '19TCG2492']"
8.334722222222222,"['19TCG1685' '19TCH4110' '19TCH4310' '19TCH4209' '19TCH4109' '19TCH4009'
 '19TCH3403' '19TCH3402' '19TCH3302' '19TCH3100' '19TCG3199' '19TCG3098'
 '19TCG2997' '19TCG2795' '19TCG2694']"
8.979682539682539,"['19TCG1685' '19TCH4011' '19TCH4010' '19TCH3707' '19TCG3099' '19TCG2999'
 '19TCG2998' '19TCG2897' '19TCG2796' '19TCG2696' '19TCG2695' '19TCG2493'
 '19TCG2594']"
10.367738095238094,"['19TCG1685' '19TCG2191' '19TCG2798' '19TCG2899' '19TCH3002' '19TCH3102'
 '19TCH3405' '19TCH3408' '19TCG2596' '19TCG2595' '19TCG2495' '19TCG2494']"
8.833849206349207,"['19TCG1685' '19TCH3107' '19TCH3106' '19TCH3005' '19TCH3003' '19TCH2903'
 '19TCH2700' '19TCG2699' '19TCG2698' '19TCG2496' '19TCG2394' '19TCG2293'
 '19TCG2192' '19TCG1989']"
7.7941666666666665,"['19TCG1685' '19TCH2907' '19TCH3009' '19TCH3007' '19TCH3006' '19TCH2804'
 '19TCH2704' '19TCG2599' '19TCG2498' '19TCG2497' '19TCG2397' '19TCG2295'
 '19TCG2294']"
6.437619047619048,"['19TCG1685' '19TCG1991' '19TCG2194' '19TCG2195' '19TCH2503' '19TCH2504'
 '19TCH2605' '19TCH2705' '19TCH2807' '19TCH2401' '19TCG2398' '19TCG2093'
 '19TCG1787']"
7.149365079365079,"['19TCG1685' '19TCG1890' '19TCG1992' '19TCG2094' '19TCG2196' '19TCG2298'
 '19TCG2198' '19TCH2402' '19TCH2304' '19TCH2505' '19TCH2609' '19TCH2611'
 '19TCH2406']"
7.672023809523809,"['19TCG1685' '19TCH2104' '19TCH2105' '19TCH2208' '19TCH2308' '19TCH2306'
 '19TCH2305' '19TCH2203' '19TCH2101' '19TCG2199' '19TCG2098' '19TCG1996'
 '19TCG1995' '19TCG1994' '19TCG1891']"
7.616746031746032,"['19TCG1685' '19TCG1791' '19TCG1694' '19TCG1695' '19TCG1696' '19TCG1797'
 '19TCH1800' '19TCH1906' '19TCH2007' '19TCH1909' '19TCH1908' '19TCH1907'
 '19TCH1707' '19TCH1602' '19TCH1601' '19TCH1701']"
7.262261904761904,"['19TCG1685' '19TCG1590' '19TCG1492' '19TCG1592' '19TCG1493' '19TCG1593'
 '19TCG1594' '19TCG1596' '19TCH1203' '19TCH1206' '19TCH1308' '19TCH1411'
 '19TCH1503']"
6.113888888888888,"['19TCG1685' '19TCG1488' '19TCH0611' '19TCH0710' '19TCH0507' '19TCH0006'
 '19TCH0005' '19TCH0303' '19TCH0301' '19TCH0402' '19TCH0603' '19TCH0703'
 '19TCH0702' '19TCH0801' '19TCG0999' '19TCG0898' '19TCG1093']"
4.456031746031746,"['19TCG1685' '19TCG1190' '19TCG1090' '19TBH9800' '19TBH9803' '19TBH9804'
 '19TBH9605' '19TBH9406' '19TBH9306' '19TBH8908' '19TBH9111' '19TCH0002'
 '19TBH9900' '19TCG1586']"
6.617658730158731,"['19TCG1685' '19TBG9896' '19TCG0095' '19TBG9899' '19TBH8111' '19TBH7411'
 '19TBH8709' '19TBH8708' '19TBH9002' '19TBH9301' '19TBH9700' '19TBG9799'
 '19TCG0296' '19TCG0592']"
8.04904761904762,"['19TCG1685' '19TCG1287' '19TBH7902' '19TBH7602' '19TBH7606' '19TBH7405'
 '19TBH8004' '19TBH8102' '19TBH8501' '19TBG8897' '19TBG8997' '19TBG8996'
 '19TBG9097' '19TBG9396' '19TBG9992' '19TCG0392']"
7.466349206349206,"['19TCG1685' '19TBG9093' '19TBG8795' '19TBG8896' '19TBG8697' '19TBG8398'
 '19TBG7999' '19TBG7899' '19TBH7800' '19TBG7798' '19TBG7898' '19TCG0588']"
7.780198412698413,"['19TCG1685' '19TCG1186' '19TCG0787' '19TBG9988' '19TBG9989' '19TBG9291'
 '19TBG9090' '19TBG8991' '19TBG8891' '19TBG7492' '19TBG8992' '19TBG9092'
 '19TBG9091' '19TCG0288']"
7.331984126984127,"['19TCG1685' '19TCG0586' '19TBG8290' '19TBG8189' '19TBG8088' '19TBG8188'
 '19TBG8288' '19TBG8388' '19TBG8688' '19TBG9086' '19TBG9187' '19TBG9186'
 '19TBG9286' '19TCG0187']"
5.328849206349206,"['19TCG1752' '19TCG0074' '19TBG9772' '19TBG9168' '19TBG9069' '19TBG8967'
 '19TBG8767' '19TBG8263' '19TBG8262' '19TBG7861' '19TBG7860' '19TBG7660'
 '19TBG7359' '19TBG7459' '19TBG7661']"
6.163571428571428,"['19TCG1752' '19TBG7854' '19TBG8055' '19TBG8357' '19TBG8261' '19TBG9063'
 '19TBG8963' '19TBG8865' '19TBG9067' '19TBG9167' '19TBG9267' '19TBG9368'
 '19TBG9467' '19TBG9570' '19TBG9768' '19TBG9869' '19TBG9468']"
7.626706349206349,"['19TCG1752' '19TBG9463' '19TBG9159' '19TBG8657' '19TBG8656' '19TBG8552'
 '19TBG7949' '19TBG7849' '19TBG7648' '19TBG8048' '19TCG0070' '19TCG0069'
 '19TBG9868' '19TBG9767' '19TBG9766']"
7.570515873015872,"['19TCG1752' '19TCG1179' '19TCG0876' '19TCG0168' '19TBG9764' '19TBG9661'
 '19TBG9561' '19TBG9055' '19TBG9054' '19TBG8954' '19TBG8956' '19TBG8852'
 '19TBG7843' '19TBG8042']"
7.899325396825398,"['19TCG1752' '19TBG7834' '19TBG8847' '19TBG8848' '19TBG9052' '19TBG9152'
 '19TBG9153' '19TBG9253' '19TBG9354' '19TBG9455' '19TBG9861' '19TCG0063']"
6.493134920634919,"['19TCG1752' '19TBG7218' '19TBG7319' '19TBG7833' '19TBG8434' '19TBG8440'
 '19TBG8841' '19TBG8943' '19TBG8947' '19TBG9149' '19TBG9150' '19TBG9252'
 '19TBG9352' '19TBG9353' '19TBG9958' '19TCG0161']"
9.010873015873017,"['19TCG1752' '19TBG7414' '19TBG7416' '19TBG7515' '19TBG7619' '19TBG8127'
 '19TBG8534' '19TBG8838' '19TBG8839' '19TBG8939' '19TBG8940' '19TBG9549'
 '19TBG9650' '19TBG9752' '19TCG0159']"
7.033373015873015,"['19TCG1752' '19TCG0666' '19TCG0665' '19TCG0157' '19TBG9748' '19TBG9647'
 '19TBG9241' '19TBG9140' '19TBG9139' '19TBG7710' '19TBG7613' '19TBG8020'
 '19TBG8730' '19TBG8931' '19TBG8834' '19TBG9645']"
8.923730158730159,"['19TCG1752' '19TCG1072' '19TCG0766' '19TBG9950' '19TBF7499' '19TBG7804'
 '19TBG7908' '19TBG8009' '19TBG8418' '19TBG8419' '19TBG8623' '19TBG8723'
 '19TBG9030' '19TBG9031' '19TBG9337' '19TBG9644']"
5.874761904761905,"['19TCG1752' '19TBG9844' '19TBG9537' '19TBG9437' '19TBG9436' '19TBG9536'
 '19TBG9435' '19TBG9233' '19TBG9130' '19TBG9028' '19TBG8618' '19TBG8616'
 '19TBG8107' '19TBG8414' '19TCG0150']"
3.000714285714286,"['19TCG1752' '19TBG9125' '19TBG9021' '19TBG8921' '19TBG8922' '19TBG8716'
 '19TBG8815' '19TBG8919' '19TBG9020' '19TBG9331' '19TBG9433' '19TBG9638']"
4.252380952380952,"['19TCG1752' '19TBG9837' '19TBG9736' '19TBG9734' '19TBG9634' '19TBG9633'
 '19TBG9733' '19TBG9532' '19TBG9531' '19TBG9427' '19TBG9428' '19TCG0761']"
2.8121428571428573,"['19TCG1752' '19TCG0760' '19TBG9320' '19TBG9217' '19TBG9525' '19TBG9630'
 '19TBG9732' '19TBG9834' '19TBG9835' '19TCG0041' '19TCG0143']"
4.0129761904761905,"['19TCG1752' '19TBG9111' '19TBG8805' '19TBG9524' '19TBG9730' '19TBG9832'
 '19TBG9935' '19TCG0037' '19TCG0140' '19TCG0759' '19TCG0758']"
3.013730158730159,"['19TCG1752' '19TBG9312' '19TBG9519' '19TBG9624' '19TBG9727' '19TBG9728'
 '19TBG9830' '19TBG9831' '19TBG9931' '19TBG9933' '19TCG0035' '19TCG0036'
 '19TCG0138' '19TCG0139']"
5.897341269841269,"['19TCG1752' '19TCG0239' '19TCG0137' '19TCG0034' '19TCG0033' '19TCG0032'
 '19TBG9930' '19TBG9929' '19TBG9722' '19TBG9206' '19TCG0653']"
6.250396825396825,"['19TCG1752' '19TCG0444' '19TCG0340' '19TCG0339' '19TCG0238' '19TCG0237'
 '19TCG0135' '19TCG0134' '19TCG0132' '19TCG0029' '19TBG9927' '19TBG9925'
 '19TCG0650']"
4.761468253968254,"['19TCG1752' '19TCG0753' '19TBG9405' '19TBG9510' '19TBG9614' '19TBG9820'
 '19TBG9924' '19TCG0027' '19TCG0129' '19TCG0338' '19TCG0441' '19TCG0543'
 '19TCG0544' '19TCG0546']"
5.728174603174604,"['19TCG1752' '19TCG1058' '19TCG0640' '19TCG0432' '19TCG0332' '19TCG0330'
 '19TCG0329' '19TCG0120' '19TCG0020' '19TBG9919' '19TBG9604' '19TBG9503'
 '19TBG9504' '19TCG0850']"
5.593214285714286,"['19TCG1752' '19TCG0953' '19TCG0952' '19TCG0951' '19TCG0948' '19TCG0844'
 '19TCG0842' '19TCG0636' '19TCG0635' '19TCG0634' '19TCG0633' '19TCG0527'
 '19TCG0326' '19TCG0424' '19TCG0427' '19TCG1265']"
6.343690476190475,"['19TCG1752' '19TCG1470' '19TCG1368' '19TCG1468' '19TCG1363' '19TCG1360'
 '19TCG1046' '19TCG1045' '19TCG1145' '19TCG1142' '19TCG0937' '19TCG0631'
 '19TCG0729' '19TCG0708' '19TCF0698' '19TCG0624' '19TCG0625' '19TCG0945']"
4.780833333333334,"['19TCG1752' '19TCF0798' '19TCF0899' '19TCG0903' '19TCG1015' '19TCG1016'
 '19TCG1021' '19TCG1022' '19TCG1243' '19TCG1244' '19TCG1467' '19TCG1358']"
6.120039682539683,"['19TCG1752' '19TCG0902' '19TCF0998' '19TCF1097' '19TCG1109' '19TCG1116'
 '19TCG1117' '19TCG1222' '19TCG1122' '19TCG1123' '19TCG1235' '19TCG1341'
 '19TCG1453' '19TCG1460' '19TCG1457']"
6.862619047619048,"['19TCG1752' '19TCG1546' '19TCG1436' '19TCG1335' '19TCG1329' '19TCG1325'
 '19TCG1624' '19TCG1622' '19TCG1209' '19TCG1207' '19TCG1103' '19TCF1199'
 '19TCG1216' '19TCG1221' '19TCG1568']"
7.510634920634922,"['19TCG1752' '19TCG1770' '19TCG2019' '19TCG2018' '19TCG1918' '19TCG1917'
 '19TCG1915' '19TCG2015' '19TCG1912' '19TCG2110' '19TCG2017' '19TCG1848']"
6.888373015873016,"['19TCG1752' '19TCG1948' '19TCG2123' '19TCG2323' '19TCG2220' '19TCG2320'
 '19TCG2504' '19TCG2503' '19TCG2513' '19TCG2119' '19TCG2217' '19TCG2317'
 '19TCG2125' '19TCG2237']"
6.4526587301587295,"['19TCG1752' '19TCG2151' '19TCG2424' '19TCG2422' '19TCG2713' '19TCG2810'
 '19TCG2709' '19TCG2609' '19TCG2331' '19TCG2333' '19TCG2241' '19TCG2242'
 '19TCG2243']"
6.636984126984127,"['19TCG1752' '19TCG2253' '19TCG2064' '19TCG3304' '19TCG3106' '19TCG3111'
 '19TCG2914' '19TCG3016' '19TCG2536' '19TCG2540' '19TCG2441']"
6.363015873015873,"['19TCG1752' '19TCG3315' '19TCG3411' '19TCG3212' '19TCG2829' '19TCG2734'
 '19TCG2835' '19TCG2639' '19TCG2640' '19TCG2641' '19TCG2542' '19TCG2643']"
6.3063095238095235,"['19TCG1752' '19TCG2840' '19TCG2740' '19TCG2938' '19TCG3032' '19TCG3225'
 '19TCG3419' '19TCG3415' '19TCG3414' '19TCG3610' '19TCG3807' '19TCG3808'
 '19TCG3712' '19TCG2454']"
6.5239682539682535,"['19TCG1752' '19TCG2943' '19TCG3037' '19TCG3524' '19TCG3713' '19TCG3813'
 '19TCG3911' '19TCG3811' '19TCG3810' '19TCG3909' '19TCG3910' '19TCG3914'
 '19TCG3623' '19TCG3624' '19TCG3138' '19TCG2653']"
6.656071428571428,"['19TCG1752' '19TCG1976' '19TCG2269' '19TCG2558' '19TCG3726' '19TCG3926'
 '19TCG4120' '19TCG4311' '19TCG4211' '19TCG4116' '19TCG4016' '19TCG3916'
 '19TCG3822' '19TCG3145']"
6.928412698412698,"['19TCG1752' '19TCG2075' '19TCG2270' '19TCG2564' '19TCG2758' '19TCG2856'
 '19TCG4913' '19TCG4813' '19TCG4717' '19TCG4318' '19TCG4423' '19TCG4222'
 '19TCG4027' '19TCG3833' '19TCG3834' '19TCG3735']"
6.059444444444444,"['19TCG1752' '19TCG4336' '19TCG4138' '19TCG4139' '19TCG4140' '19TCG3550'
 '19TCG3648' '19TCG3549' '19TCG3551' '19TCG3353' '19TCG3059' '19TCG3060'
 '19TCG2666' '19TCG2667' '19TCG2372']"
8.330198412698413,"['19TCG1752' '19TCG4831' '19TCG4239' '19TCG4341' '19TCG3749' '19TCG3750'
 '19TCG3650' '19TCG2962' '19TCG2767' '19TCG2471']"
7.063373015873015,"['19TCG1752' '19TCG5824' '19TCG5924' '19TCG6024' '19TCG5629' '19TCG5628'
 '19TCG5528' '19TCG3854' '19TCG3754' '19TCG3360' '19TCG3361' '19TCG3262']"
7.774126984126983,"['19TCG1752' '19TCG2573' '19TCG2672' '19TCG3263' '19TCG3658' '19TCG3756'
 '19TCG6222' '19TCG5533' '19TCG4942']"
8.429563492063492,"['19TCG1752' '19TCG5639' '19TCG5246' '19TCG4946' '19TCG4650' '19TCG3860'
 '19TCG3960']"
6.505396825396825,['19TCG1752' '19TCG5645' '19TCG3466' '19TCG3367' '19TCG3169']
7.129126984126984,"['19TCG1752' '19TCG6537' '19TCG4259' '19TCG3963' '19TCG3863' '19TCG3864'
 '19TCG2972' '19TCG2279']"
6.903769841269841,"['19TCG1752' '19TCG6737' '19TCG6638' '19TCG6342' '19TCG6242' '19TCG5945'
 '19TCG5252' '19TCG4558' '19TCG4459' '19TCG4063' '19TCG3666' '19TCG3468']"
9.93003968253968,"['19TCG1752' '19TCG6717' '19TCG6712' '19TCF6199' '19TCG6306' '19TCG6407'
 '19TCG6507' '19TCG6508' '19TCG6511' '19TCG6616' '19TCG6517' '19TCG6519']"
11.178412698412698,"['19TCG1752' '19TCG7524' '19TCG7620' '19TCG7721' '19TCG7609' '19TCG7509'
 '19TCG7508' '19TCG7408' '19TCG6501' '19TCG6402' '19TCG7004' '19TCG7312'
 '19TCG7214' '19TCG7416' '19TCG7417' '19TCG7425']"
11.071825396825394,"['19TCG1752' '19TCG8021' '19TCG8413' '19TCG8313' '19TCG8212' '19TCG8312'
 '19TCG8409' '19TCG8712' '19TCG9012' '19TCG9211' '19TCG9212' '19TCG9312'
 '19TCG9117' '19TCG8816' '19TCG8615' '19TCG8517' '19TCG7819' '19TCG7821']"
10.058412698412695,"['19TCG1752' '19TCG9512' '19TDG0012' '19TDG0014' '19TDG0114' '19TDG0121'
 '19TDG0319' '19TDG0318' '19TDG0413' '19TDG0415' '19TDG0416' '19TCG9617'
 '19TCG9614' '19TCG9514']"
11.666944444444441,"['19TCG1752' '19TDG1018' '19TDG0822' '19TDG0923' '19TDG1123' '19TDG1725'
 '19TDG1726' '19TDG1417' '19TDG1816' '19TDG1916' '19TDG1515' '19TDG1414'
 '19TDG0914' '19TDG0915' '19TDG0816']"
11.74821428571428,"['19TCG1752' '19TDG0256' '19TDG1152' '19TDG1348' '19TDG1543' '19TDG1934'
 '19TDG1933' '19TDG1931']"
5.751468253968254,"['19TCG1752' '19TCG6822' '19TCG6721' '19TCG6623' '19TCG6925' '19TCG7126'
 '19TCG7123' '19TCG6926']"
